PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
6.00,0.00,0.00,1033.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14576,1457607,34576,ROC,"Rochester, NY",NY,36,New York,22,13204,1320403,31454,MCO,"Orlando, FL",FL,12,Florida,33,2026,1,1,3,F
6.00,0.00,0.00,1033.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,15370,1537003,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,10849,1084907,30849,BZN,"Bozeman, MT",MT,30,Montana,84,2026,1,2,3,F
6.00,0.00,0.00,1036.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,15167,1516703,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,2026,1,2,3,L
6.00,0.00,0.00,1036.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,15167,1516703,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,2026,1,2,3,L
6.00,0.00,0.00,1061.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14492,1449203,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2026,1,1,3,F
6.00,0.00,0.00,1095.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,11764,1176406,31764,FRG,"East Farmingdale, NY",NY,36,New York,22,13898,1389807,32467,OPF,"Miami, FL",FL,12,Florida,33,2026,1,2,3,L
6.00,0.00,0.00,1096.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,2026,1,2,3,F
6.00,0.00,0.00,1111.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14057,1405703,34057,PDX,"Portland, OR",OR,41,Oregon,92,10140,1014006,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,2026,1,1,3,F
6.00,0.00,0.00,1160.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13851,1385104,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,14908,1490804,32575,SNA,"Santa Ana, CA",CA,06,California,91,2026,1,1,3,F
6.00,0.00,0.00,1165.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,10721,1072103,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11423,1142309,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,2026,1,2,3,F
6.00,0.00,0.00,1165.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13502,1350203,33502,MTJ,"Montrose/Delta, CO",CO,08,Colorado,82,13495,1349506,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,2026,1,1,3,F
6.00,0.00,0.00,1171.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,15447,1544706,35447,UGN,"Waukegan, IL",IL,17,Illinois,41,2026,1,1,3,L
6.00,0.00,0.00,1192.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12278,1227806,30928,ICT,"Wichita, KS",KS,20,Kansas,62,12954,1295407,32575,LGB,"Long Beach, CA",CA,06,California,91,2026,1,1,3,F
6.00,0.00,0.00,1201.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,2,12264,1226403,30852,IAD,"Washington, DC",VA,51,Virginia,38,12191,1219104,31453,HOU,"Houston, TX",TX,48,Texas,74,2026,1,2,3,L
6.00,0.00,0.00,1217.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,15447,1544706,35447,UGN,"Waukegan, IL",IL,17,Illinois,41,13898,1389807,32467,OPF,"Miami, FL",FL,12,Florida,33,2026,1,1,3,L
6.00,0.00,0.00,1241.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,2026,1,2,3,F
6.00,0.00,0.00,1249.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10721,1072103,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,2026,1,1,3,F
6.00,0.00,0.00,1258.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13303,1330304,32467,MIA,"Miami, FL",FL,12,Florida,33,10721,1072103,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,2026,1,1,3,F
6.00,0.00,0.00,1330.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12892,1289209,32575,LAX,"Los Angeles, CA",CA,06,California,91,13871,1387103,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,2026,1,2,3,F
6.00,0.00,0.00,1341.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,13851,1385104,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,2026,1,2,3,F
6.00,0.00,0.00,1370.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14893,1489302,33192,SMF,"Sacramento, CA",CA,06,California,91,13871,1387103,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,2026,1,1,3,F
6.00,0.00,0.00,1436.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11423,1142309,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,2026,1,1,3,F
6.00,0.00,0.00,1439.00,DL,19790,Delta Air Lines Inc.,01260,D,DL,Delta Air Lines Inc.,3,3,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,12217,1221702,30255,HSV,"Huntsville, AL",AL,01,Alabama,51,2026,1,2,3,F
6.00,0.00,0.00,1471.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,10529,1052907,30529,BDL,"Hartford, CT",CT,09,Connecticut,11,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2026,1,2,3,F
6.00,0.00,0.00,1587.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,10693,1069303,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2026,1,2,4,F
6.00,0.00,0.00,1590.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,2026,1,2,4,F
6.00,0.00,0.00,1606.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,10325,1032506,30325,APA,"Denver, CO",CO,08,Colorado,82,2026,1,1,4,L
6.00,0.00,0.00,1606.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12191,1219104,31453,HOU,"Houston, TX",TX,48,Texas,74,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,2026,1,1,4,F
6.00,0.00,0.00,1738.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14908,1490804,32575,SNA,"Santa Ana, CA",CA,06,California,91,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,2026,1,1,4,F
6.00,0.00,0.00,1746.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,14320,1432004,30977,PWK,"Chicago, IL",IL,17,Illinois,41,12892,1289209,32575,LAX,"Los Angeles, CA",CA,06,California,91,2026,1,1,4,L
6.00,0.00,0.00,1747.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,10397,1039708,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2026,1,2,4,F
6.00,0.00,0.00,1772.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14908,1490804,32575,SNA,"Santa Ana, CA",CA,06,California,91,10693,1069303,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,2026,1,2,4,F
6.00,0.00,0.00,1815.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,12892,1289209,32575,LAX,"Los Angeles, CA",CA,06,California,91,2026,1,1,4,F
6.00,0.00,0.00,1838.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10397,1039708,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,2026,1,1,4,F
6.00,0.00,0.00,1889.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,12441,1244102,32441,JAC,"Jackson, WY",WY,56,Wyoming,88,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,2026,1,1,4,L
6.00,0.00,0.00,1894.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12191,1219104,31453,HOU,"Houston, TX",TX,48,Texas,74,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,2026,1,1,4,F
6.00,0.00,0.00,1916.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,11481,1148102,31481,ECP,"Panama City, FL",FL,12,Florida,33,2026,1,1,4,F
6.00,0.00,0.00,1968.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14893,1489302,33192,SMF,"Sacramento, CA",CA,06,California,91,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,2026,1,1,4,F
6.00,0.00,0.00,1987.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11042,1104206,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,14489,1448903,34489,RDM,"Bend/Redmond, OR",OR,41,Oregon,92,2026,1,1,4,F
6.00,0.00,0.00,2000.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2026,1,1,5,F
6.00,0.00,0.00,2039.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14307,1430706,30721,PVD,"Providence, RI",RI,44,Rhode Island,15,11540,1154006,30615,ELP,"El Paso, TX",TX,48,Texas,74,2026,1,2,5,F
6.00,0.00,0.00,2058.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,14893,1489302,33192,SMF,"Sacramento, CA",CA,06,California,91,2026,1,1,5,F
6.00,0.00,0.00,2061.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,2026,1,1,5,F
6.00,0.00,0.00,2076.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14100,1410006,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,14107,1410703,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,2026,1,1,5,F
6.00,0.00,0.00,2084.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11697,1169707,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,2026,1,2,5,F
6.00,0.00,0.00,2089.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2026,1,2,5,F
6.00,0.00,0.00,2122.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,2026,1,1,5,F
6.00,0.00,0.00,2133.00,DL,19790,Delta Air Lines Inc.,01260,D,DL,Delta Air Lines Inc.,3,3,14492,1449203,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,11884,1188402,31884,GEG,"Spokane, WA",WA,53,Washington,93,2026,1,1,5,F
6.00,0.00,0.00,2149.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,14107,1410703,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,2026,1,1,5,F
6.00,0.00,0.00,2164.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,14679,1467903,33570,SAN,"San Diego, CA",CA,06,California,91,2026,1,1,5,F
6.00,0.00,0.00,2357.00,AN,21894,"ADVANCED AIR, LLC",01229,D,AN,"ADVANCED AIR, LLC",1,6,13830,1383003,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,10327,1032704,30327,APC,"Napa, CA",CA,06,California,91,2026,1,2,5,L
6.00,0.00,0.00,2365.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,12451,1245103,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,2026,1,1,5,F
6.00,0.00,0.00,2367.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,14831,1483106,32457,SJC,"San Jose, CA",CA,06,California,91,2026,1,1,5,F
6.00,0.00,0.00,2579.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14771,1477104,32457,SFO,"San Francisco, CA",CA,06,California,91,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2026,1,1,6,F
6.00,0.00,0.00,3764.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12173,1217305,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,2026,1,1,8,F
6.00,0.00,0.00,3858.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12982,1298203,32982,LIH,"Lihue, HI",HI,15,Hawaii,2,11259,1125905,30194,DAL,"Dallas, TX",TX,48,Texas,74,2026,1,2,8,F
6.00,0.00,0.00,4591.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,13830,1383003,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,2026,1,1,10,F
6.00,0.00,0.00,4613.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,13830,1383003,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,2026,1,2,10,F
6.00,0.00,151.00,92.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,12676,1267605,32676,KGX,"Grayling, AK",AK,02,Alaska,1,10304,1030402,30304,ANI,"Aniak, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,0.00,172.00,20.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10313,1031302,30313,ANV,"Anvik, AK",AK,02,Alaska,1,14816,1481602,34816,SHX,"Shageluk, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,0.00,278.00,11.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10996,1099602,30996,CHU,"Chuathbaluk, AK",AK,02,Alaska,1,10304,1030402,30304,ANI,"Aniak, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,0.00,365.00,185.00,GV,20455,Grant Aviation,06985,D,GV,Grant Aviation,1,5,12641,1264105,32631,KCQ,"Chignik, AK",AK,02,Alaska,1,10245,1024503,30245,AKN,"King Salmon, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,0.00,421.00,140.00,GV,20455,Grant Aviation,06985,D,GV,Grant Aviation,1,5,14273,1427302,34273,PTH,"Port Heiden, AK",AK,02,Alaska,1,10245,1024503,30245,AKN,"King Salmon, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,0.00,7755.00,77.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,10304,1030402,30304,ANI,"Aniak, AK",AK,02,Alaska,1,14816,1481602,34816,SHX,"Shageluk, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,1.00,0.00,1715.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,14057,1405703,34057,PDX,"Portland, OR",OR,41,Oregon,92,2026,1,1,4,F
6.00,2.00,0.00,107.00,8V,20333,Wright Air Service,06965,D,8V,Wright Air Service,1,5,10349,1034902,30349,ARC,"Arctic Village, AK",AK,02,Alaska,1,11833,1183305,31833,FYU,"Fort Yukon, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,3.00,0.00,725.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10140,1014006,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,13871,1387103,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,2026,1,2,2,F
6.00,3.00,0.00,1949.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,2026,1,2,4,F
6.00,4.00,0.00,101.00,6F,22105,"Fox Aircraft, LLC",01288,D,6F,"Fox Aircraft, LLC",1,5,10551,1055102,30113,BET,"Bethel, AK",AK,02,Alaska,1,12807,1280702,32807,KSM,"St. Mary's, AK",AK,02,Alaska,1,2026,1,2,1,L
6.00,7.00,0.00,103.00,8V,20333,Wright Air Service,06965,D,8V,Wright Air Service,1,5,15124,1512405,35124,TAL,"Tanana, AK",AK,02,Alaska,1,14474,1447402,34474,RBY,"Ruby, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,7.00,0.00,258.00,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2026,1,1,1,F
6.00,10.00,0.00,15.00,8E,20331,Bering Air Inc.,06992,D,8E,Bering Air Inc.,1,5,15794,1579402,35794,WMO,"White Mountain, AK",AK,02,Alaska,1,11941,1194102,31941,GLV,"Golovin, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,11.00,634.00,28.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12708,1270804,32708,KKH,"Kongiganak, AK",AK,02,Alaska,1,15862,1586206,35862,WTL,"Tuntutuliak, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,13.00,4994.00,92.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10304,1030402,30304,ANI,"Aniak, AK",AK,02,Alaska,1,12676,1267605,32676,KGX,"Grayling, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,20.00,0.00,71.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,1055102,30113,BET,"Bethel, AK",AK,02,Alaska,1,14627,1462702,34627,RSH,"Russian Mission, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,24.00,11.00,72.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,12719,1271905,32719,KLG,"Kalskag, AK",AK,02,Alaska,1,10551,1055102,30113,BET,"Bethel, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,29.00,0.00,294.00,8V,20333,Wright Air Service,06965,D,8V,Wright Air Service,1,5,13806,1380602,33806,OBU,"Kobuk, AK",AK,02,Alaska,1,11630,1163004,31517,FAI,"Fairbanks, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,34.00,116.00,95.00,8V,20333,Wright Air Service,06965,D,8V,Wright Air Service,1,5,10225,1022502,30225,AIN,"Wainwright, AK",AK,02,Alaska,1,14125,1412502,34125,PIZ,"Point Lay, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,53.00,843.00,16.00,K3,20383,Venture Travel LLC d/b/a Taquan Air Service,06968,D,K3,Venture Travel LLC d/b/a Taquan Air Service,1,5,13504,1350401,33504,MTM,"Metlakatla, AK",AK,02,Alaska,1,15741,1574101,31401,WFB,"Ketchikan, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,66.00,23.00,27.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12855,1285502,32855,KWT,"Kwethluk, AK",AK,02,Alaska,1,15257,1525706,35257,TLT,"Tuluksak, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,79.00,264.00,182.00,4W,20323,Warbelow,06967,D,4W,Warbelow,1,5,11630,1163004,31517,FAI,"Fairbanks, AK",AK,02,Alaska,1,10184,1018402,30184,AET,"Allakaket, AK",AK,02,Alaska,1,2026,1,2,1,L
6.00,86.00,0.00,258.00,KO,20341,Alaska Central Express,06019,D,KO,Alaska Central Express,1,5,11630,1163004,31517,FAI,"Fairbanks, AK",AK,02,Alaska,1,11859,1185902,31859,GBH,"Galbraith Lake, AK",AK,02,Alaska,1,2026,1,2,1,L
6.00,105.00,0.00,16.00,3AQ,21909,"Maritime Helicopters, Inc.",01230,D,3AQ,"Maritime Helicopters, Inc.",1,5,14942,1494205,34942,SOV,"Seldovia, AK",AK,02,Alaska,1,12184,1218406,30009,HOM,"Homer, AK",AK,02,Alaska,1,2026,1,2,1,L
6.00,108.00,4576.00,100.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,10551,1055102,30113,BET,"Bethel, AK",AK,02,Alaska,1,13710,1371005,33710,NME,"Nightmute, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,110.00,423.00,52.00,8E,20331,Bering Air Inc.,06992,D,8E,Bering Air Inc.,1,5,15721,1572102,35721,WBB,"Stebbins, AK",AK,02,Alaska,1,15478,1547803,35478,UNK,"Unalakleet, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,125.00,0.00,0.00,3AQ,21909,"Maritime Helicopters, Inc.",01230,D,3AQ,"Maritime Helicopters, Inc.",1,5,13513,1351302,31517,MTX,"Fairbanks, AK",AK,02,Alaska,1,13513,1351302,31517,MTX,"Fairbanks, AK",AK,02,Alaska,1,2026,1,1,1,L
6.00,131.00,2565.00,45.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12853,1285302,32853,KWN,"Quinhagak, AK",AK,02,Alaska,1,11952,1195205,31952,GNU,"Goodnews Bay, AK",AK,02,Alaska,1,2026,1,2,1,F
6.00,155.00,0.00,8.00,3AQ,21909,"Maritime Helicopters, Inc.",01230,D,3AQ,"Maritime Helicopters, Inc.",1,5,14088,1408804,34088,PGM,"Port Graham, AK",AK,02,Alaska,1,14942,1494205,34942,SOV,"Seldovia, AK",AK,02,Alaska,1,2026,1,2,1,L
6.00,155.00,0.00,24.00,3AQ,21909,"Maritime Helicopters, Inc.",01230,D,3AQ,"Maritime Helicopters, Inc.",1,5,12184,1218406,30009,HOM,"Homer, AK",AK,02,Alaska,1,14088,1408804,34088,PGM,"Port Graham, AK",AK,02,Alaska,1,2026,1,2,1,L
6.00,158.00,1808.00,26.00,8V,20333,Wright Air Service,06965,D,8V,Wright Air Service,1,5,12621,1262105,32621,KBC,"Birch Creek, AK",AK,02,Alaska,1,11833,1183305,31833,FYU,"Fort Yukon, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,174.00,0.00,77.00,8V,20333,Wright Air Service,06965,D,8V,Wright Air Service,1,5,14474,1447402,34474,RBY,"Ruby, AK",AK,02,Alaska,1,13768,1376802,33768,NUL,"Nulato, AK",AK,02,Alaska,1,2026,1,1,1,F
6.00,186.00,0.00,114.00,Q5,20342,40-Mile Air,06999,D,Q5,40-Mile Air,1,5,11463,1146302,31463,EAA,"Eagle, AK",AK,02,Alaska,1,15236,1523602,35236,TKJ,"Tok, AK",AK,02,Alaska,1,2026,1,2,1,L
